crop,crop_id,month,growth_stage,soil_moisture_pct,temperature_c,humidity_pct,rainfall_24h_mm,wind_speed_kmh,solar_radiation,eto_mm_day,kc,etc_mm_day,days_since_irrigation,moisture_threshold,irrigate
citrus,1,12,4,48.1,11.7,77.6,0.0,4.9,12.4,0.63,0.75,0.47,11,42,0
citrus,1,3,1,40.9,12.8,66.0,0.0,1.6,25.0,2.03,0.75,1.52,5,42,1
citrus,1,7,3,40.8,32.8,39.3,0.0,4.1,23.6,12.0,0.85,10.2,3,46,1
citrus,1,4,1,58.4,19.9,51.0,0.0,4.4,25.0,5.94,0.75,4.45,13,42,0
wheat,2,6,4,36.2,20.4,51.5,0.0,6.3,25.0,6.39,0.5,3.2,9,25,0
olive,0,2,0,67.1,9.1,85.6,0.0,4.2,25.0,0.62,0.65,0.4,3,30,0
olive,0,7,3,61.0,25.0,48.9,0.0,6.5,21.3,8.51,0.75,6.39,5,37,0
wheat,2,12,0,36.8,12.1,74.1,0.0,3.0,13.6,0.8,0.4,0.32,5,30,0
wheat,2,2,1,57.3,9.2,66.0,0.0,2.6,25.0,1.43,0.7,1.0,7,35,0
wheat,2,5,3,54.2,23.2,42.7,13.4,2.8,25.0,8.98,1.15,10.33,1,45,0
olive,0,5,2,33.1,22.7,48.2,0.0,3.6,25.0,7.93,0.75,5.95,13,40,1
citrus,1,7,3,50.9,30.1,37.6,0.0,1.2,21.8,12.0,0.85,10.2,7,46,0
wheat,2,4,3,28.9,17.7,60.1,0.0,2.4,25.0,3.82,1.15,4.39,9,45,1
citrus,1,5,2,45.6,26.5,46.1,0.0,2.2,25.0,11.0,0.85,9.35,13,48,1
olive,0,4,1,32.9,16.0,50.9,3.2,1.1,25.0,3.94,0.7,2.75,1,35,1
citrus,1,5,2,39.0,23.2,45.8,0.0,7.4,25.0,9.3,0.85,7.9,10,48,1
wheat,2,11,0,38.3,10.5,79.3,0.0,7.5,14.0,0.61,0.4,0.25,9,30,0
wheat,2,12,0,34.4,11.6,75.2,6.9,2.8,13.8,0.74,0.4,0.3,8,30,0
olive,0,6,2,19.2,30.0,38.1,0.0,4.4,25.0,12.0,0.75,9.0,12,40,1
olive,0,12,0,34.9,8.7,75.0,2.2,2.7,17.7,0.71,0.65,0.46,14,30,0
citrus,1,1,0,64.5,13.9,79.8,2.6,8.1,18.2,1.1,0.7,0.77,4,40,0
olive,0,8,3,54.7,29.8,34.6,5.2,2.2,15.5,10.74,0.75,8.05,11,37,0
citrus,1,8,3,19.9,36.0,15.0,0.0,3.6,15.9,12.0,0.85,10.2,12,46,1
olive,0,5,2,48.8,22.0,51.4,0.0,2.1,25.0,6.8,0.75,5.1,6,40,0
citrus,1,10,4,40.2,11.2,54.0,0.0,1.4,8.9,0.82,0.75,0.61,12,42,1
olive,0,10,4,52.3,19.2,65.2,23.7,5.4,10.5,1.71,0.7,1.2,3,32,0
citrus,1,7,3,37.6,32.4,23.3,0.0,3.4,22.7,12.0,0.85,10.2,8,46,1
citrus,1,7,3,52.6,33.3,23.8,0.0,5.0,20.6,12.0,0.85,10.2,4,46,0
olive,0,10,4,47.3,24.6,51.5,0.0,4.5,10.5,3.73,0.7,2.61,14,32,0
wheat,2,2,1,42.4,12.3,75.1,3.8,2.6,25.0,1.44,0.7,1.01,8,35,0
wheat,2,1,1,48.0,5.3,84.0,0.0,8.3,18.8,0.5,0.7,0.35,10,35,0
citrus,1,7,3,45.8,29.0,32.0,0.0,5.5,24.2,12.0,0.85,10.2,5,46,1
wheat,2,2,1,55.2,10.7,65.9,2.8,5.5,25.0,1.77,0.7,1.24,10,35,0
wheat,2,5,3,42.7,19.7,49.5,0.0,5.2,25.0,6.12,1.15,7.03,13,45,1
citrus,1,7,3,26.8,27.3,30.8,0.0,1.8,23.7,12.0,0.85,10.2,13,46,1
olive,0,10,4,38.8,29.5,58.0,0.0,5.8,9.1,4.28,0.7,2.99,7,32,0
olive,0,10,4,42.4,17.7,42.3,0.0,1.9,8.1,1.76,0.7,1.23,4,32,0
citrus,1,8,3,34.0,36.4,29.5,0.0,6.0,18.9,12.0,0.85,10.2,4,46,1
olive,0,10,4,55.1,16.1,53.9,23.6,4.3,12.7,2.01,0.7,1.41,12,32,0
olive,0,1,0,28.6,14.9,63.1,0.0,4.0,21.6,2.43,0.65,1.58,6,30,1
citrus,1,10,4,46.6,17.6,47.1,0.0,6.2,11.6,2.51,0.75,1.88,8,42,0
citrus,1,3,1,52.4,12.1,48.6,0.0,4.9,25.0,3.03,0.75,2.27,10,42,0
olive,0,5,2,24.9,19.0,50.0,0.0,5.0,25.0,5.69,0.75,4.27,13,40,1
olive,0,11,4,22.4,21.2,73.3,0.0,2.9,13.6,1.93,0.7,1.35,6,32,1
citrus,1,12,4,42.7,12.2,79.8,0.0,7.5,15.8,0.8,0.75,0.6,6,42,0
wheat,2,12,0,44.1,12.3,74.9,0.0,5.0,18.3,1.11,0.4,0.45,12,30,0
wheat,2,1,1,38.9,11.3,74.4,0.0,2.4,23.2,1.24,0.7,0.87,6,35,0
olive,0,1,0,39.8,12.7,74.0,0.0,5.0,23.3,1.52,0.65,0.99,11,30,0
wheat,2,9,0,33.7,33.2,42.7,8.0,4.1,13.9,11.35,0.4,4.54,9,30,0
wheat,2,3,2,31.3,15.2,70.1,0.0,6.3,25.0,2.45,1.15,2.82,0,42,1
wheat,2,2,1,49.7,7.8,54.4,0.0,3.1,25.0,1.67,0.7,1.17,3,35,0
citrus,1,4,1,42.6,17.7,49.1,0.0,7.6,25.0,5.39,0.75,4.04,10,42,0
olive,0,5,2,55.0,18.7,59.2,0.0,1.8,25.0,4.24,0.75,3.18,0,40,0
olive,0,2,0,38.9,12.4,67.8,0.0,4.4,25.0,1.94,0.65,1.26,11,30,0
wheat,2,2,1,37.6,12.4,70.9,0.0,4.7,25.0,1.77,0.7,1.24,3,35,0
citrus,1,10,4,62.4,17.0,44.0,0.0,4.0,13.2,2.74,0.75,2.06,1,42,0
wheat,2,2,1,44.6,5.8,78.1,0.0,1.1,23.9,0.6,0.7,0.42,5,35,0
olive,0,8,3,69.5,26.7,29.4,0.0,4.9,19.5,12.0,0.75,9.0,6,37,0
olive,0,12,0,10.0,13.5,79.9,0.0,5.2,17.7,0.97,0.65,0.63,9,30,1
citrus,1,7,3,45.6,25.9,31.3,0.0,2.3,22.7,12.0,0.85,10.2,10,46,1
citrus,1,11,4,52.4,7.3,73.7,0.0,8.0,13.0,0.52,0.75,0.39,2,42,0
wheat,2,8,0,43.8,31.2,29.1,0.0,5.3,17.6,12.0,0.4,4.8,14,30,1
wheat,2,11,0,31.2,13.3,52.1,0.0,2.5,15.7,1.91,0.4,0.76,10,30,0
olive,0,8,3,49.8,35.6,26.6,0.0,4.7,14.3,12.0,0.75,9.0,6,37,0
olive,0,10,4,42.2,17.3,43.5,0.0,1.7,11.8,2.43,0.7,1.7,13,32,0
citrus,1,4,1,38.9,18.4,75.0,0.0,1.6,25.0,2.51,0.75,1.88,8,42,1
wheat,2,9,0,39.2,22.0,54.8,0.0,5.9,9.7,2.65,0.4,1.06,2,30,0
olive,0,2,0,41.7,17.4,56.1,0.0,6.6,25.0,4.43,0.65,2.88,6,30,0
citrus,1,7,3,38.5,26.2,38.1,0.0,7.3,21.4,11.59,0.85,9.85,12,46,1
olive,0,6,2,42.3,30.1,35.2,0.0,13.0,25.0,12.0,0.75,9.0,11,40,0
olive,0,12,0,47.9,15.5,73.6,0.0,4.3,14.0,1.2,0.65,0.78,14,30,0
olive,0,2,0,51.6,13.5,59.7,5.8,5.1,25.0,2.74,0.65,1.78,7,30,0
wheat,2,2,1,44.9,10.7,54.2,0.0,4.7,25.0,2.34,0.7,1.64,3,35,0
citrus,1,3,1,56.0,10.3,60.2,0.0,1.6,25.0,1.85,0.75,1.39,6,42,0
wheat,2,6,4,34.1,28.7,39.7,0.0,11.3,25.0,12.0,0.5,6.0,13,25,0
citrus,1,12,4,42.2,8.5,83.4,0.0,10.6,17.4,0.52,0.75,0.39,0,42,0
olive,0,5,2,37.2,30.5,34.2,0.0,10.8,25.0,12.0,0.75,9.0,13,40,1
olive,0,7,3,19.0,30.8,27.3,0.0,2.8,18.5,12.0,0.75,9.0,3,37,1
wheat,2,5,3,39.8,20.0,45.0,0.0,8.6,25.0,7.24,1.15,8.32,13,45,1
citrus,1,12,4,67.0,8.3,68.7,0.0,3.4,14.4,0.7,0.75,0.52,2,42,0
olive,0,2,0,50.8,8.2,75.4,0.0,4.3,25.0,0.96,0.65,0.63,12,30,0
citrus,1,6,3,39.0,25.2,46.5,0.0,5.5,25.0,10.47,0.85,8.9,0,46,1
wheat,2,10,0,44.3,21.4,50.3,7.6,1.8,11.6,3.03,0.4,1.21,10,30,0
citrus,1,2,0,59.8,14.6,74.6,0.0,6.8,25.0,1.98,0.7,1.38,3,40,0
wheat,2,7,0,67.7,27.8,18.2,0.0,15.3,21.3,12.0,0.4,4.8,3,30,0
olive,0,7,3,54.1,34.0,35.9,0.0,13.3,21.2,12.0,0.75,9.0,8,37,0
wheat,2,12,0,48.0,8.5,60.7,0.0,1.4,13.8,0.83,0.4,0.33,10,30,0
citrus,1,6,3,26.2,27.7,47.5,0.0,4.8,25.0,12.0,0.85,10.2,4,46,1
citrus,1,7,3,20.9,31.6,21.0,0.0,2.5,19.0,12.0,0.85,10.2,14,46,1
wheat,2,10,0,29.8,28.5,60.8,0.0,1.6,9.2,3.43,0.4,1.37,8,30,1
wheat,2,11,0,41.9,11.9,66.3,8.2,4.6,8.5,0.66,0.4,0.27,12,30,0
wheat,2,5,3,39.2,23.6,44.3,0.0,3.6,25.0,9.22,1.15,10.6,3,45,1
olive,0,6,2,28.4,27.3,31.0,0.0,8.2,25.0,12.0,0.75,9.0,5,40,1
citrus,1,12,4,35.8,12.9,66.3,0.0,1.6,14.9,1.21,0.75,0.91,3,42,1
citrus,1,4,1,50.9,12.4,48.8,0.0,3.6,25.0,3.05,0.75,2.29,1,42,0
wheat,2,2,1,30.5,6.4,76.4,0.0,6.7,25.0,0.8,0.7,0.56,6,35,1
wheat,2,2,1,34.5,12.6,81.5,0.0,7.0,24.8,1.18,0.7,0.83,4,35,1
citrus,1,7,3,50.3,34.0,40.2,0.0,2.9,21.2,12.0,0.85,10.2,3,46,0
wheat,2,8,0,23.1,33.6,16.9,0.0,3.8,18.1,12.0,0.4,4.8,8,30,1
olive,0,8,3,52.9,25.1,41.0,0.0,6.6,15.6,7.3,0.75,5.47,0,37,0
citrus,1,6,3,28.4,31.7,34.2,0.0,3.5,25.0,12.0,0.85,10.2,13,46,1
olive,0,12,0,47.6,7.2,63.8,2.8,2.9,15.2,0.76,0.65,0.49,8,30,0
olive,0,6,2,35.5,27.0,28.0,11.4,7.2,25.0,12.0,0.75,9.0,5,40,1
wheat,2,9,0,42.7,26.0,44.5,0.0,6.7,12.5,5.9,0.4,2.36,8,30,0
olive,0,9,4,57.7,23.6,41.0,0.0,4.3,9.5,3.75,0.7,2.62,14,32,0
wheat,2,8,0,41.3,33.5,26.6,0.0,4.4,15.5,12.0,0.4,4.8,1,30,0
citrus,1,1,0,45.5,10.6,80.0,0.0,6.3,22.8,0.95,0.7,0.67,6,40,0
olive,0,4,1,78.8,20.2,40.9,13.5,5.3,25.0,7.5,0.7,5.25,12,35,0
olive,0,10,4,49.7,16.0,52.0,0.0,2.3,16.4,2.57,0.7,1.8,12,32,0
olive,0,11,4,47.9,11.3,66.9,0.0,6.5,12.4,0.92,0.7,0.65,4,32,0
citrus,1,7,3,18.5,28.7,24.2,0.0,1.7,22.0,12.0,0.85,10.2,14,46,1
wheat,2,1,1,62.1,9.2,66.3,0.0,7.1,22.1,1.37,0.7,0.96,8,35,0
olive,0,5,2,31.8,21.6,47.0,0.0,8.0,25.0,7.98,0.75,5.99,13,40,1
wheat,2,6,4,44.8,25.0,43.4,0.0,4.3,25.0,10.64,0.5,5.32,7,25,1
citrus,1,11,4,34.0,17.9,81.2,0.0,8.9,13.1,1.08,0.75,0.81,6,42,1
citrus,1,3,1,34.9,19.1,48.0,0.0,7.3,25.0,6.18,0.75,4.64,2,42,1
wheat,2,7,0,54.6,24.9,17.4,0.0,8.5,23.1,12.0,0.4,4.8,10,30,0
wheat,2,8,0,50.8,31.5,29.7,0.0,5.3,15.6,12.0,0.4,4.8,9,30,1
citrus,1,5,2,39.7,20.4,37.4,0.0,6.3,25.0,8.25,0.85,7.01,8,48,1
wheat,2,4,3,26.2,17.0,54.8,0.0,9.6,25.0,4.62,1.15,5.31,13,45,1
citrus,1,8,3,51.4,29.3,40.7,0.0,1.8,17.7,10.67,0.85,9.07,11,46,0
citrus,1,11,4,71.6,6.4,64.7,0.0,4.1,10.7,0.5,0.75,0.38,11,42,0
olive,0,10,4,34.9,18.7,50.2,0.0,3.1,9.2,1.96,0.7,1.37,11,32,0
olive,0,5,2,19.2,20.5,25.9,3.7,3.8,25.0,9.42,0.75,7.06,12,40,1
citrus,1,1,0,38.4,14.9,79.2,0.0,6.6,23.0,1.53,0.7,1.07,9,40,1
citrus,1,10,4,39.9,16.1,60.1,0.0,1.3,8.5,1.09,0.75,0.82,8,42,1
wheat,2,12,0,58.3,14.1,63.4,18.8,3.7,16.1,1.66,0.4,0.66,1,30,0
wheat,2,6,4,19.1,23.3,33.6,0.0,3.5,25.0,10.65,0.5,5.32,7,25,1
wheat,2,6,4,45.1,24.1,39.6,0.0,13.4,25.0,12.0,0.5,6.0,10,25,0
wheat,2,4,3,29.0,28.2,54.3,0.0,2.9,25.0,10.88,1.15,12.51,13,45,1
olive,0,6,2,37.9,23.9,33.9,0.0,3.8,25.0,11.2,0.75,8.4,7,40,1
wheat,2,6,4,24.7,29.4,23.4,0.0,1.2,25.0,12.0,0.5,6.0,8,25,1
citrus,1,2,0,64.5,9.3,70.1,5.2,3.9,25.0,1.3,0.7,0.91,5,40,0
olive,0,12,0,46.2,7.6,72.3,0.0,3.0,19.0,0.75,0.65,0.49,10,30,0
wheat,2,5,3,37.1,27.2,55.6,0.0,1.8,25.0,9.51,1.15,10.94,13,45,1
olive,0,9,4,80.0,20.6,26.4,0.0,1.9,9.0,3.27,0.7,2.29,0,32,0
citrus,1,12,4,62.2,12.4,67.2,30.8,4.2,15.9,1.26,0.75,0.94,0,42,0
citrus,1,9,3,23.0,25.2,36.9,0.0,10.0,11.2,5.94,0.85,5.05,3,46,1
citrus,1,4,1,40.7,25.3,59.7,0.0,1.7,25.0,7.39,0.75,5.54,6,42,1
citrus,1,6,3,41.8,24.9,60.6,0.0,6.1,25.0,7.58,0.85,6.44,4,46,0
wheat,2,6,4,43.6,28.8,39.3,0.0,3.0,25.0,12.0,0.5,6.0,8,25,0
olive,0,2,0,25.1,15.3,70.7,4.5,10.1,25.0,2.6,0.65,1.69,9,30,1
wheat,2,10,0,43.8,21.5,62.2,0.0,1.6,12.5,2.51,0.4,1.01,5,30,0
citrus,1,3,1,32.5,14.5,61.1,0.0,3.0,25.0,2.8,0.75,2.1,0,42,1
citrus,1,5,2,31.0,14.9,52.4,0.0,4.4,25.0,3.67,0.85,3.12,12,48,1
olive,0,8,3,27.0,32.5,22.4,0.0,2.6,11.2,11.52,0.75,8.64,11,37,1
wheat,2,11,0,51.1,19.2,78.6,10.7,4.4,13.2,1.3,0.4,0.52,4,30,0
citrus,1,9,3,48.4,23.7,46.9,0.0,4.6,12.5,4.49,0.85,3.82,8,46,0
citrus,1,8,3,61.1,38.3,36.6,0.0,6.4,15.0,12.0,0.85,10.2,5,46,0
citrus,1,8,3,63.5,29.2,28.1,0.0,1.4,15.0,10.74,0.85,9.13,5,46,0
olive,0,3,1,51.3,18.7,51.3,0.0,2.6,25.0,5.15,0.7,3.61,6,35,0
olive,0,12,0,76.4,10.6,53.2,0.0,5.1,16.1,1.53,0.65,0.99,14,30,0
olive,0,3,1,39.9,22.1,64.9,0.0,1.5,25.0,4.92,0.7,3.44,6,35,0
wheat,2,12,0,40.7,13.4,70.5,0.0,4.0,14.0,1.09,0.4,0.43,12,30,0
olive,0,9,4,21.6,33.7,41.7,0.0,1.8,9.7,8.04,0.7,5.63,12,32,1
olive,0,12,0,51.4,11.6,76.7,0.0,3.2,18.5,0.94,0.65,0.61,4,30,0
olive,0,6,2,27.7,28.9,41.3,0.0,7.3,25.0,12.0,0.75,9.0,10,40,1
citrus,1,5,2,37.3,29.0,61.7,0.0,5.0,25.0,10.05,0.85,8.54,13,48,1
citrus,1,8,3,68.8,29.1,25.9,0.0,5.5,15.7,12.0,0.85,10.2,9,46,0
olive,0,6,2,47.3,23.8,36.1,0.0,2.5,25.0,10.51,0.75,7.88,13,40,0
citrus,1,2,0,61.7,2.9,67.4,0.0,5.7,25.0,0.72,0.7,0.5,14,40,0
olive,0,10,4,35.2,20.0,49.2,0.0,5.2,10.3,2.59,0.7,1.82,2,32,0
olive,0,10,4,62.4,14.7,64.1,0.0,7.7,12.5,1.43,0.7,1.0,0,32,0
wheat,2,9,0,47.3,23.0,51.2,0.0,4.6,13.6,4.27,0.4,1.71,11,30,0
wheat,2,4,3,48.0,19.2,55.6,0.0,8.2,25.0,5.4,1.15,6.21,12,45,0
wheat,2,5,3,47.7,26.2,51.9,0.0,2.2,25.0,9.56,1.15,10.99,3,45,0
citrus,1,12,4,58.0,14.3,67.1,15.0,2.8,18.0,1.66,0.75,1.25,2,42,0
wheat,2,8,0,65.0,28.6,24.5,0.0,2.5,15.3,11.19,0.4,4.48,8,30,0
olive,0,10,4,62.7,15.3,54.2,0.0,6.0,8.4,1.26,0.7,0.88,11,32,0
olive,0,5,2,51.9,27.7,45.7,0.0,8.1,25.0,12.0,0.75,9.0,0,40,0
wheat,2,1,1,24.0,8.4,77.8,2.6,3.6,23.2,0.81,0.7,0.57,4,35,1
citrus,1,10,4,28.8,24.4,33.7,0.0,5.6,10.5,5.08,0.75,3.81,14,42,1
olive,0,8,3,35.9,34.7,30.2,0.0,3.9,18.0,12.0,0.75,9.0,2,37,1
wheat,2,6,4,30.2,24.9,50.4,0.0,1.3,25.0,8.74,0.5,4.37,4,25,0
citrus,1,11,4,80.0,13.1,61.3,38.4,5.2,14.7,1.49,0.75,1.12,2,42,0
wheat,2,2,1,23.5,15.1,79.8,0.0,3.8,24.5,1.54,0.7,1.08,6,35,0
olive,0,5,2,10.0,27.0,56.5,0.0,7.1,25.0,10.1,0.75,7.57,10,40,1
olive,0,4,1,58.1,20.8,48.6,0.0,7.0,25.0,7.08,0.7,4.95,6,35,0
olive,0,8,3,41.8,28.5,25.3,0.0,2.0,16.8,11.99,0.75,8.99,4,37,0
citrus,1,7,3,39.8,25.6,26.5,0.0,3.0,25.0,12.0,0.85,10.2,13,46,1
olive,0,2,0,40.8,8.0,82.3,0.0,12.0,25.0,0.77,0.65,0.5,6,30,0
olive,0,9,4,40.8,26.5,39.2,0.0,3.8,14.3,7.31,0.7,5.12,14,32,1
wheat,2,1,1,51.3,10.1,72.4,0.0,6.3,22.1,1.21,0.7,0.85,6,35,0
olive,0,7,3,34.1,33.1,23.4,0.0,4.8,19.3,12.0,0.75,9.0,7,37,1
citrus,1,3,1,39.1,11.7,49.0,0.0,6.6,25.0,2.98,0.75,2.24,12,42,0
olive,0,11,4,49.6,10.2,72.8,0.0,6.2,13.0,0.71,0.7,0.49,10,32,1
citrus,1,4,1,55.8,21.1,53.7,0.0,6.0,25.0,6.44,0.75,4.83,11,42,0
wheat,2,9,0,36.8,20.0,38.4,0.0,3.9,8.8,2.62,0.4,1.05,9,30,0
wheat,2,1,1,47.9,15.8,67.9,2.4,2.9,20.2,2.11,0.7,1.48,8,35,0
olive,0,11,4,35.2,12.0,58.8,0.0,5.7,12.2,1.19,0.7,0.83,8,32,0
olive,0,3,1,49.6,12.5,56.2,0.0,9.4,25.0,2.93,0.7,2.05,1,35,0
olive,0,11,4,52.0,11.0,69.4,5.9,6.0,12.6,0.83,0.7,0.58,3,32,0
olive,0,12,0,48.1,10.4,66.3,0.0,7.1,18.0,1.26,0.65,0.82,3,30,0
olive,0,2,0,50.1,13.5,60.6,0.0,4.5,25.0,2.65,0.65,1.72,4,30,0
citrus,1,10,4,49.5,16.0,57.4,0.0,12.9,8.3,1.4,0.75,1.05,12,42,0
olive,0,9,4,24.2,29.0,42.0,0.0,4.6,13.4,8.11,0.7,5.67,5,32,1
olive,0,12,0,54.2,11.4,61.1,0.0,6.7,16.4,1.45,0.65,0.94,14,30,0
wheat,2,7,0,24.4,39.0,38.3,0.0,4.9,20.8,12.0,0.4,4.8,14,30,1
citrus,1,4,1,50.0,21.0,73.8,0.0,8.8,25.0,3.8,0.75,2.85,11,42,0
olive,0,7,3,37.7,32.8,29.9,0.0,9.4,20.2,12.0,0.75,9.0,13,37,0
wheat,2,6,4,43.2,25.8,31.3,0.0,1.5,25.0,12.0,0.5,6.0,9,25,0
citrus,1,2,0,71.6,15.2,75.5,3.7,10.7,25.0,2.16,0.7,1.51,5,40,0
citrus,1,5,2,34.5,29.5,47.0,3.6,5.9,25.0,12.0,0.85,10.2,4,48,1
citrus,1,8,3,34.7,26.4,34.6,0.0,16.1,15.0,10.01,0.85,8.51,13,46,1
olive,0,4,1,51.2,21.8,54.5,0.0,2.3,25.0,6.26,0.7,4.39,2,35,0
citrus,1,2,0,60.0,10.3,49.1,3.2,2.7,25.0,2.41,0.7,1.69,4,40,0
citrus,1,7,3,41.5,37.1,21.8,0.0,5.8,21.6,12.0,0.85,10.2,8,46,1
olive,0,6,2,29.8,27.4,23.8,0.0,2.5,25.0,12.0,0.75,9.0,10,40,1
wheat,2,2,1,60.2,11.8,66.6,26.5,2.8,24.5,1.81,0.7,1.27,0,35,0
wheat,2,7,0,70.2,29.1,37.2,0.0,4.3,20.7,12.0,0.4,4.8,1,30,0
citrus,1,12,4,61.7,4.7,84.1,0.0,3.3,12.6,0.5,0.75,0.38,11,42,0
olive,0,11,4,51.6,13.3,70.1,0.0,4.3,8.8,0.69,0.7,0.49,6,32,0
citrus,1,11,4,48.5,22.6,61.2,7.4,11.9,14.6,3.94,0.75,2.96,8,42,0
wheat,2,10,0,49.8,23.9,54.8,0.0,4.2,11.2,3.45,0.4,1.38,2,30,0
wheat,2,4,3,26.1,22.8,55.2,0.0,2.5,25.0,6.73,1.15,7.74,5,45,1
olive,0,9,4,38.5,26.9,47.4,0.0,2.4,8.8,3.92,0.7,2.74,1,32,0
citrus,1,3,1,78.1,13.1,61.4,0.0,2.2,25.0,2.39,0.75,1.8,2,42,0
citrus,1,7,3,63.7,24.8,39.1,0.0,5.2,25.0,11.45,0.85,9.74,2,46,0
olive,0,1,0,26.6,8.6,66.2,0.0,2.1,23.3,1.23,0.65,0.8,14,30,1
wheat,2,2,1,24.7,12.2,75.8,1.3,2.6,25.0,1.39,0.7,0.97,9,35,1
wheat,2,1,1,28.7,7.2,63.4,0.0,2.1,23.5,1.16,0.7,0.81,8,35,1
olive,0,10,4,55.1,19.5,53.9,0.0,4.5,11.0,2.38,0.7,1.66,2,32,0
wheat,2,10,0,51.9,22.5,59.9,0.0,6.7,11.6,2.95,0.4,1.18,12,30,0
citrus,1,8,3,51.8,32.3,41.3,0.0,2.5,12.9,9.77,0.85,8.3,4,46,0
wheat,2,11,0,40.2,12.7,64.8,0.0,6.6,11.3,1.02,0.4,0.41,14,30,0
citrus,1,10,4,76.1,14.6,59.9,8.9,5.3,11.4,1.39,0.75,1.04,12,42,1
citrus,1,2,0,42.5,8.7,60.3,0.0,9.5,24.3,1.75,0.7,1.23,14,40,0
citrus,1,1,0,60.7,12.3,74.1,0.0,3.2,25.0,1.52,0.7,1.06,3,40,0
citrus,1,8,3,43.6,28.3,35.1,0.0,6.0,15.7,10.28,0.85,8.74,0,46,1
olive,0,2,0,44.7,17.5,69.7,4.3,8.7,25.0,3.21,0.65,2.09,13,30,0
olive,0,8,3,27.4,33.1,36.8,0.0,6.1,15.8,12.0,0.75,9.0,6,37,1
citrus,1,3,1,44.9,11.2,63.5,0.0,2.7,25.0,1.9,0.75,1.42,1,42,0
olive,0,9,4,23.7,26.7,45.6,0.0,6.6,12.4,6.07,0.7,4.25,2,32,1
olive,0,5,2,48.6,25.4,56.6,0.0,4.4,25.0,8.46,0.75,6.35,3,40,1
wheat,2,11,0,42.0,17.6,70.9,0.0,7.6,9.6,1.17,0.4,0.47,2,30,0
citrus,1,4,1,61.1,10.9,51.7,0.0,3.4,25.0,2.45,0.75,1.84,3,42,0
olive,0,10,4,48.4,17.4,56.9,0.0,1.7,11.4,1.81,0.7,1.27,9,32,0
olive,0,6,2,42.2,30.0,36.9,0.0,4.2,25.0,12.0,0.75,9.0,5,40,0
citrus,1,7,3,44.5,32.7,16.7,0.0,7.2,23.1,12.0,0.85,10.2,1,46,1
citrus,1,8,3,55.1,27.4,36.1,0.0,2.9,16.8,9.56,0.85,8.12,2,46,0
wheat,2,1,1,50.4,18.7,57.0,0.0,4.4,21.2,3.99,0.7,2.79,11,35,0
wheat,2,11,0,30.9,14.5,57.1,0.0,3.8,8.7,1.09,0.4,0.44,5,30,0
citrus,1,10,4,36.4,25.4,59.9,0.0,7.3,11.2,3.67,0.75,2.75,12,42,1
citrus,1,11,4,63.1,12.6,56.3,0.0,2.4,11.8,1.23,0.75,0.92,12,42,0
citrus,1,9,3,70.5,25.8,42.4,0.0,1.1,11.9,5.18,0.85,4.4,12,46,0
citrus,1,11,4,80.0,13.9,61.1,12.2,11.2,11.3,1.37,0.75,1.03,14,42,0
citrus,1,9,3,61.9,25.4,40.6,0.0,3.4,12.4,5.66,0.85,4.81,11,46,0
citrus,1,6,3,68.6,26.0,26.1,0.0,1.7,25.0,12.0,0.85,10.2,10,46,0
olive,0,7,3,63.0,37.0,28.5,0.0,5.2,21.7,12.0,0.75,9.0,6,37,1
wheat,2,6,4,43.3,17.6,36.0,0.0,11.3,25.0,7.1,0.5,3.55,3,25,0
olive,0,8,3,23.1,28.5,38.0,0.0,9.0,15.7,10.57,0.75,7.93,6,37,1
olive,0,7,3,65.0,33.8,38.8,0.0,8.8,22.1,12.0,0.75,9.0,8,37,0
wheat,2,6,4,38.6,24.2,36.9,0.0,4.0,25.0,11.02,0.5,5.51,11,25,0
citrus,1,11,4,45.8,18.7,78.9,0.0,6.8,13.6,1.31,0.75,0.98,11,42,0
citrus,1,2,0,72.0,9.3,71.2,16.5,3.5,25.0,1.25,0.7,0.87,7,40,0
olive,0,5,2,53.5,28.1,45.3,0.0,5.0,25.0,12.0,0.75,9.0,1,40,0
citrus,1,4,1,46.5,17.0,57.9,0.0,6.3,25.0,4.08,0.75,3.06,10,42,0
citrus,1,12,4,35.9,14.0,85.8,0.0,2.2,17.1,0.65,0.75,0.49,14,42,1
olive,0,8,3,40.6,31.4,29.4,0.0,7.2,15.9,12.0,0.75,9.0,12,37,0
wheat,2,3,2,46.7,15.0,43.8,0.0,5.9,25.0,4.47,1.15,5.14,2,42,0
olive,0,3,1,51.3,16.8,68.8,4.9,2.7,25.0,2.77,0.7,1.94,14,35,1
wheat,2,5,3,20.6,22.1,45.1,0.0,2.6,25.0,7.8,1.15,8.98,6,45,1
wheat,2,9,0,47.1,25.7,60.1,0.0,7.0,8.5,2.82,0.4,1.13,1,30,0
citrus,1,5,2,50.0,19.3,49.2,0.0,6.0,25.0,6.0,0.85,5.1,14,48,0
wheat,2,10,0,43.4,20.8,58.8,0.0,6.2,9.3,2.1,0.4,0.84,2,30,0
olive,0,1,0,42.6,13.9,76.1,0.0,4.5,18.3,1.22,0.65,0.79,4,30,0
wheat,2,9,0,32.9,33.1,48.1,0.0,2.9,15.6,11.24,0.4,4.5,3,30,0
olive,0,2,0,41.8,12.4,70.9,0.0,7.5,25.0,1.85,0.65,1.2,10,30,0
